,play_maker,player_team,Week,Zone,Yards,Long,rush_attempts,rush_touchdown,Rec_Yards,pass_touchdown,Rec,Tgt
365,B.Snell Jr.,PIT,13,Red Zone,9,9,4,0.0,,,,
366,B.Snell Jr.,PIT,14,Inside the 5,-1,-1,1,0.0,,,,
367,B.Snell Jr.,PIT,14,Other,46,9,13,0.0,,,,
368,B.Snell Jr.,PIT,14,Red Zone,-4,-1,2,0.0,,,,
369,B.Snell Jr.,PIT,15,Other,2,2,1,0.0,,,,
370,B.Snell Jr.,PIT,15,Red Zone,-1,-1,1,0.0,,,,
371,B.Snell Jr.,PIT,16,Other,14,6,7,0.0,,,,
372,B.Snell Jr.,PIT,17,Inside the 5,4,4,1,1.0,,,,
373,B.Snell Jr.,PIT,17,Other,81,19,13,0.0,,,,
374,B.Snell Jr.,PIT,17,Red Zone,6,4,4,0.0,,,,
375,C.Anderson,DET,1,Other,34,9,9,0.0,,,,
376,C.Anderson,DET,1,Red Zone,1,1,2,0.0,,,,
377,C.Anderson,DET,2,Other,8,7,5,0.0,,,,
378,C.Carson,SEA,1,Inside the 5,1,1,1,1.0,,,,
379,C.Carson,SEA,1,Other,30,21,11,0.0,48.0,0.0,10.0,10.0
380,C.Carson,SEA,1,Red Zone,15,11,3,0.0,20.0,2.0,2.0,2.0
381,C.Carson,SEA,2,Other,60,21,15,0.0,54.0,0.0,6.0,6.0
382,C.Carson,SEA,3,Other,44,22,12,0.0,-4.0,0.0,2.0,2.0
383,C.Carson,SEA,3,Red Zone,8,4,3,0.0,,,,
384,C.Carson,SEA,4,Other,97,12,19,0.0,82.0,0.0,8.0,8.0
385,C.Carson,SEA,4,Red Zone,7,11,3,0.0,,,,
386,C.Carson,SEA,5,Other,110,14,24,0.0,0.0,0.0,0.0,2.0
387,C.Carson,SEA,5,Red Zone,8,6,3,0.0,,,,
388,C.Carson,SEA,6,Inside the 5,-2,1,2,1.0,,,,
389,C.Carson,SEA,6,Other,109,25,17,0.0,70.0,0.0,8.0,8.0
390,C.Carson,SEA,6,Red Zone,17,6,5,0.0,,,,
391,C.Carson,SEA,7,Other,60,9,20,0.0,18.0,0.0,6.0,10.0
392,C.Carson,SEA,7,Red Zone,5,5,1,0.0,,,,
393,C.Carson,SEA,8,Inside the 5,1,1,1,1.0,,,,
394,C.Carson,SEA,8,Other,65,19,15,0.0,0.0,0.0,0.0,2.0
395,C.Carson,SEA,8,Red Zone,24,12,4,0.0,,,,
396,C.Carson,SEA,9,Inside the 5,-1,0,2,0.0,,,,
397,C.Carson,SEA,9,Other,110,59,13,0.0,56.0,0.0,4.0,6.0
398,C.Carson,SEA,9,Red Zone,-4,-4,1,0.0,,,,
399,C.Carson,SEA,10,Inside the 5,1,1,1,1.0,,,,
400,C.Carson,SEA,10,Other,75,9,21,0.0,24.0,0.0,6.0,8.0
401,C.Carson,SEA,10,Red Zone,13,9,3,0.0,,,,
402,C.Carson,SEA,12,Other,25,6,7,0.0,62.0,0.0,6.0,8.0
403,C.Carson,SEA,12,Red Zone,1,1,1,0.0,,,,
404,C.Carson,SEA,13,Inside the 5,1,1,2,1.0,,,,
405,C.Carson,SEA,13,Other,102,25,19,0.0,14.0,0.0,2.0,4.0
406,C.Carson,SEA,13,Red Zone,-1,1,2,0.0,,,,
407,C.Carson,SEA,14,Other,76,13,15,0.0,30.0,0.0,4.0,8.0
408,C.Carson,SEA,15,Other,116,23,21,0.0,8.0,0.0,2.0,4.0
409,C.Carson,SEA,15,Red Zone,17,16,3,2.0,,,,
410,C.Carson,SEA,16,Other,40,16,8,0.0,40.0,0.0,2.0,2.0
411,C.Daniel,CHI,4,Other,2,4,4,0.0,,,,
412,C.Daniel,CHI,4,Red Zone,2,2,1,0.0,,,,
413,C.Daniel,CHI,5,Other,2,2,1,0.0,,,,
414,C.Edmonds,ARI,1,Other,5,5,1,0.0,0.0,0.0,0.0,2.0
415,C.Edmonds,ARI,2,Red Zone,2,2,1,0.0,20.0,0.0,2.0,2.0
416,C.Edmonds,ARI,3,Other,15,8,3,0.0,20.0,0.0,2.0,4.0
417,C.Edmonds,ARI,4,Other,37,10,6,0.0,,,,
418,C.Edmonds,ARI,5,Other,68,37,8,1.0,20.0,0.0,4.0,6.0
419,C.Edmonds,ARI,6,Other,34,15,5,0.0,62.0,0.0,2.0,2.0
420,C.Edmonds,ARI,7,Other,86,22,23,1.0,48.0,0.0,4.0,8.0
421,C.Edmonds,ARI,7,Red Zone,40,20,4,2.0,,,,
422,C.Edmonds,ARI,8,Other,5,3,5,0.0,14.0,0.0,2.0,4.0
423,C.Edmonds,ARI,8,Red Zone,3,3,2,0.0,-4.0,0.0,2.0,4.0
424,C.Edmonds,ARI,14,Other,9,9,1,0.0,0.0,0.0,0.0,2.0
425,C.Edmonds,ARI,17,Other,-1,-1,1,0.0,,,,
426,C.Godwin,TB,9,Other,8,8,1,0.0,122.0,0.0,14.0,18.0
427,C.Ham,MIN,7,Other,9,9,1,0.0,,,,
428,C.Ham,MIN,10,Inside the 5,-1,-1,1,0.0,,,,
429,C.Ham,MIN,11,Other,0,0,1,0.0,12.0,0.0,2.0,2.0
430,C.Ham,MIN,14,Inside the 5,0,0,1,0.0,,,,
431,C.Ham,MIN,15,Other,5,5,1,0.0,22.0,0.0,4.0,4.0
432,C.Ham,MIN,17,Other,3,3,1,0.0,0.0,0.0,0.0,2.0
433,C.Ham,MIN,17,Red Zone,1,1,1,0.0,,,,
434,C.Hyde,HOU,1,Other,78,20,9,0.0,4.0,0.0,2.0,2.0
435,C.Hyde,HOU,1,Red Zone,5,5,1,0.0,,,,
436,C.Hyde,HOU,2,Inside the 5,1,1,1,0.0,,,,
437,C.Hyde,HOU,2,Other,81,14,18,0.0,,,,
438,C.Hyde,HOU,2,Red Zone,8,8,1,0.0,,,,
439,C.Hyde,HOU,3,Inside the 5,3,3,1,1.0,,,,
440,C.Hyde,HOU,3,Other,18,10,8,0.0,,,,
441,C.Hyde,HOU,3,Red Zone,-2,-2,1,0.0,,,,
442,C.Hyde,HOU,4,Inside the 5,1,1,1,0.0,,,,
443,C.Hyde,HOU,4,Other,47,25,10,0.0,0.0,0.0,6.0,6.0
444,C.Hyde,HOU,4,Red Zone,10,10,1,0.0,12.0,0.0,2.0,4.0
445,C.Hyde,HOU,5,Inside the 5,1,1,1,1.0,,,,
446,C.Hyde,HOU,5,Other,52,14,18,0.0,,,,
447,C.Hyde,HOU,5,Red Zone,7,5,2,0.0,0.0,0.0,0.0,2.0
448,C.Hyde,HOU,6,Inside the 5,2,2,2,1.0,,,,
449,C.Hyde,HOU,6,Other,108,26,21,0.0,28.0,0.0,2.0,2.0
450,C.Hyde,HOU,6,Red Zone,6,3,3,0.0,,,,
451,C.Hyde,HOU,7,Inside the 5,0,0,1,0.0,,,,
452,C.Hyde,HOU,7,Other,35,10,10,0.0,0.0,0.0,0.0,2.0
453,C.Hyde,HOU,7,Red Zone,0,0,1,0.0,,,,
454,C.Hyde,HOU,8,Other,83,20,15,0.0,0.0,0.0,0.0,2.0
455,C.Hyde,HOU,8,Red Zone,0,6,4,0.0,,,,
456,C.Hyde,HOU,9,Other,159,58,18,0.0,,,,
457,C.Hyde,HOU,9,Red Zone,1,1,1,0.0,,,,
458,C.Hyde,HOU,11,Other,65,41,9,1.0,0.0,0.0,0.0,2.0
459,C.Hyde,HOU,12,Other,67,33,15,0.0,,,,
460,C.Hyde,HOU,12,Red Zone,0,0,1,0.0,,,,
461,C.Hyde,HOU,13,Other,17,4,10,0.0,,,,
462,C.Hyde,HOU,14,Other,71,13,13,0.0,10.0,0.0,4.0,6.0
463,C.Hyde,HOU,14,Red Zone,2,2,1,0.0,,,,
464,C.Hyde,HOU,15,Inside the 5,1,1,1,0.0,,,,
465,C.Hyde,HOU,15,Other,71,9,20,0.0,,,,
466,C.Hyde,HOU,15,Red Zone,32,11,5,1.0,,,,
467,C.Hyde,HOU,16,Inside the 5,1,1,1,1.0,,,,
468,C.Hyde,HOU,16,Other,13,5,12,0.0,20.0,0.0,2.0,2.0
469,C.Hyde,HOU,16,Red Zone,13,6,4,0.0,,,,
470,C.Hyde,HOU,17,Other,13,7,4,0.0,,,,
471,C.Jones,CAR,9,Other,5,5,1,0.0,,,,
472,C.Keenum,WAS,3,Red Zone,3,5,2,0.0,,,,
473,C.Keenum,WAS,6,Inside the 5,0,0,1,0.0,,,,
474,C.Keenum,WAS,6,Other,11,9,2,0.0,,,,
475,C.Keenum,WAS,16,Inside the 5,1,1,1,1.0,,,,
476,C.Kirk,ARI,1,Other,12,12,1,0.0,64.0,0.0,8.0,22.0
477,C.Kirk,ARI,4,Red Zone,6,6,1,0.0,12.0,0.0,2.0,2.0
478,C.Kirk,ARI,8,Other,19,19,1,0.0,158.0,0.0,16.0,22.0
479,C.Kirk,ARI,9,Other,8,8,1,0.0,10.0,0.0,2.0,8.0
480,C.Kirk,ARI,11,Other,1,1,1,0.0,74.0,0.0,10.0,16.0
481,C.Kirk,ARI,14,Other,4,4,1,0.0,144.0,0.0,10.0,12.0
482,C.Kirk,ARI,15,Other,28,28,1,0.0,64.0,0.0,6.0,8.0
483,C.Kirk,ARI,16,Other,9,8,2,0.0,0.0,0.0,0.0,10.0
484,C.Kirk,ARI,17,Other,6,6,1,0.0,120.0,0.0,10.0,18.0
485,C.Kupp,LA,2,Other,6,6,1,0.0,240.0,0.0,10.0,16.0
486,C.Kupp,LA,4,Other,-2,-2,1,0.0,242.0,2.0,18.0,28.0
487,C.McCaffrey,CAR,1,Inside the 5,5,3,2,1.0,,,,
488,C.McCaffrey,CAR,1,Other,97,23,15,0.0,162.0,0.0,20.0,22.0
489,C.McCaffrey,CAR,1,Red Zone,26,18,2,1.0,,,,
490,C.McCaffrey,CAR,2,Inside the 5,0,0,1,0.0,,,,
491,C.McCaffrey,CAR,2,Other,35,10,14,0.0,32.0,0.0,4.0,10.0
492,C.McCaffrey,CAR,2,Red Zone,2,2,1,0.0,0.0,0.0,0.0,2.0
493,C.McCaffrey,CAR,3,Inside the 5,-3,-3,1,0.0,,,,
494,C.McCaffrey,CAR,3,Other,145,76,18,1.0,70.0,0.0,6.0,8.0
495,C.McCaffrey,CAR,3,Red Zone,11,5,5,0.0,,,,
496,C.McCaffrey,CAR,4,Inside the 5,3,3,1,1.0,,,,
497,C.McCaffrey,CAR,4,Other,86,13,23,0.0,172.0,0.0,20.0,20.0
498,C.McCaffrey,CAR,4,Red Zone,4,3,3,0.0,,,,
499,C.McCaffrey,CAR,5,Inside the 5,3,5,2,1.0,,,,
500,C.McCaffrey,CAR,5,Other,173,84,17,1.0,66.0,0.0,8.0,12.0
501,C.McCaffrey,CAR,6,Inside the 5,4,3,2,1.0,,,,
502,C.McCaffrey,CAR,6,Other,27,10,16,0.0,52.0,2.0,8.0,10.0
503,C.McCaffrey,CAR,6,Red Zone,0,6,4,0.0,,,,
504,C.McCaffrey,CAR,8,Inside the 5,2,2,1,0.0,,,,
505,C.McCaffrey,CAR,8,Other,117,40,14,1.0,76.0,0.0,8.0,10.0
506,C.McCaffrey,CAR,9,Inside the 5,1,1,1,1.0,,,,
507,C.McCaffrey,CAR,9,Other,132,58,20,1.0,26.0,0.0,4.0,4.0
508,C.McCaffrey,CAR,9,Red Zone,13,5,3,0.0,14.0,2.0,2.0,2.0
509,C.McCaffrey,CAR,10,Inside the 5,6,3,3,1.0,0.0,0.0,0.0,2.0
510,C.McCaffrey,CAR,10,Other,91,18,15,0.0,48.0,0.0,10.0,10.0
511,C.McCaffrey,CAR,10,Red Zone,11,9,2,0.0,18.0,0.0,2.0,2.0
512,C.McCaffrey,CAR,11,Other,67,18,13,0.0,242.0,0.0,22.0,28.0
513,C.McCaffrey,CAR,11,Red Zone,3,3,1,0.0,0.0,0.0,0.0,2.0
514,C.McCaffrey,CAR,12,Inside the 5,2,4,3,1.0,2.0,2.0,2.0,2.0
515,C.McCaffrey,CAR,12,Other,48,9,14,0.0,110.0,0.0,12.0,12.0
516,C.McCaffrey,CAR,12,Red Zone,14,8,5,0.0,26.0,0.0,4.0,4.0
517,C.McCaffrey,CAR,13,Inside the 5,-2,-1,2,0.0,,,,
518,C.McCaffrey,CAR,13,Other,39,12,9,0.0,116.0,0.0,14.0,24.0
519,C.McCaffrey,CAR,13,Red Zone,7,5,3,0.0,,,,
520,C.McCaffrey,CAR,14,Other,37,11,9,0.0,156.0,0.0,18.0,20.0
521,C.McCaffrey,CAR,14,Red Zone,16,8,2,0.0,8.0,0.0,4.0,4.0
522,C.McCaffrey,CAR,15,Inside the 5,1,1,1,1.0,,,,
523,C.McCaffrey,CAR,15,Other,68,13,16,0.0,168.0,0.0,14.0,18.0
524,C.McCaffrey,CAR,15,Red Zone,18,15,2,1.0,8.0,0.0,2.0,2.0
525,C.McCaffrey,CAR,16,Other,44,14,10,0.0,238.0,0.0,30.0,30.0
526,C.McCaffrey,CAR,16,Red Zone,10,4,3,0.0,,,,
527,C.McCaffrey,CAR,17,Inside the 5,1,1,1,1.0,0.0,0.0,0.0,2.0
528,C.McCaffrey,CAR,17,Other,25,10,8,0.0,144.0,0.0,14.0,18.0
529,C.McCoy,WAS,5,Other,14,9,2,0.0,,,,
530,C.Moore,BAL,17,Inside the 5,0,0,1,0.0,,,,
531,C.Newton,CAR,1,Other,-2,3,3,0.0,,,,
532,C.Newton,CAR,2,Other,0,0,2,0.0,,,,
533,C.Patterson,CHI,1,Other,-2,-2,1,0.0,6.0,0.0,2.0,6.0
534,C.Patterson,CHI,2,Other,50,46,2,0.0,,,,
535,C.Patterson,CHI,3,Other,9,7,3,0.0,12.0,0.0,2.0,2.0
536,C.Patterson,CHI,3,Red Zone,5,5,1,0.0,,,,
537,C.Patterson,CHI,4,Other,4,3,2,0.0,6.0,0.0,2.0,2.0
538,C.Patterson,CHI,5,Red Zone,5,5,1,0.0,,,,
539,C.Patterson,CHI,7,Other,2,2,1,0.0,42.0,0.0,4.0,4.0
540,C.Patterson,CHI,8,Other,5,5,1,0.0,,,,
541,C.Patterson,CHI,14,Red Zone,-5,-5,1,0.0,,,,
542,C.Patterson,CHI,15,Other,0,0,1,0.0,12.0,0.0,2.0,6.0
543,C.Patterson,CHI,16,Other,16,16,1,0.0,10.0,0.0,2.0,2.0
544,C.Patterson,CHI,17,Other,11,11,1,0.0,,,,
545,C.Patterson,CHI,17,Red Zone,3,3,1,0.0,,,,
546,C.Prosise,SEA,2,Other,7,5,2,0.0,26.0,0.0,6.0,6.0
547,C.Prosise,SEA,3,Inside the 5,1,1,1,0.0,,,,
548,C.Prosise,SEA,3,Other,4,2,3,0.0,76.0,0.0,10.0,10.0
549,C.Prosise,SEA,4,Inside the 5,-1,-1,1,0.0,,,,
550,C.Prosise,SEA,4,Other,-4,-4,1,0.0,,,,
551,C.Prosise,SEA,4,Red Zone,9,9,1,1.0,,,,
552,C.Prosise,SEA,6,Inside the 5,0,0,1,0.0,,,,
553,C.Prosise,SEA,6,Other,8,5,3,0.0,30.0,0.0,2.0,6.0
554,C.Prosise,SEA,7,Other,17,17,1,0.0,,,,
555,C.Prosise,SEA,14,Other,2,2,1,0.0,,,,
556,C.Prosise,SEA,15,Other,10,7,4,0.0,20.0,0.0,2.0,2.0
557,C.Prosise,SEA,15,Red Zone,5,5,1,0.0,,,,
558,C.Prosise,SEA,16,Other,14,9,4,0.0,,,,
559,C.Ridley,ATL,10,Other,19,19,1,0.0,56.0,0.0,6.0,10.0
560,C.Ridley,ATL,12,Other,15,15,1,0.0,170.0,2.0,12.0,24.0
561,C.Rogers,IND,11,Other,18,18,1,0.0,22.0,0.0,2.0,4.0
562,C.Samuel,CAR,2,Other,2,2,1,0.0,182.0,0.0,10.0,26.0
563,C.Samuel,CAR,4,Other,1,1,1,0.0,64.0,0.0,6.0,14.0
564,C.Samuel,CAR,5,Other,16,16,1,0.0,38.0,0.0,6.0,10.0
565,C.Samuel,CAR,5,Red Zone,9,9,1,0.0,0.0,0.0,0.0,2.0
566,C.Samuel,CAR,6,Red Zone,8,8,1,1.0,26.0,2.0,2.0,2.0
567,C.Samuel,CAR,9,Other,10,10,1,0.0,104.0,0.0,4.0,8.0
568,C.Samuel,CAR,12,Other,40,13,4,0.0,18.0,0.0,2.0,8.0
569,C.Samuel,CAR,14,Other,17,13,3,0.0,50.0,0.0,4.0,8.0
570,C.Samuel,CAR,15,Inside the 5,4,4,1,0.0,10.0,2.0,2.0,4.0
571,C.Samuel,CAR,15,Other,12,7,2,0.0,52.0,0.0,8.0,10.0
572,C.Samuel,CAR,15,Red Zone,7,7,1,0.0,,,,
573,C.Samuel,CAR,16,Other,4,3,2,0.0,34.0,0.0,4.0,10.0
574,C.Sutton,DEN,9,Other,7,7,1,0.0,112.0,2.0,10.0,16.0
575,C.Sutton,DEN,11,Other,9,9,1,0.0,226.0,0.0,10.0,14.0
576,C.Sutton,DEN,11,Red Zone,1,1,1,0.0,0.0,0.0,0.0,2.0
577,C.Thompson,WAS,1,Other,10,7,3,0.0,114.0,0.0,12.0,18.0
578,C.Thompson,WAS,2,Other,2,2,1,0.0,96.0,0.0,10.0,14.0
579,C.Thompson,WAS,2,Red Zone,1,1,1,0.0,0.0,0.0,0.0,2.0
580,C.Thompson,WAS,3,Inside the 5,2,2,2,0.0,0.0,0.0,0.0,2.0
581,C.Thompson,WAS,3,Other,26,11,4,0.0,158.0,0.0,8.0,10.0
582,C.Thompson,WAS,3,Red Zone,1,1,1,0.0,,,,
583,C.Thompson,WAS,4,Other,4,3,4,0.0,112.0,0.0,6.0,10.0
584,C.Thompson,WAS,5,Other,21,12,4,0.0,34.0,0.0,10.0,14.0
585,C.Thompson,WAS,6,Other,12,8,3,0.0,16.0,0.0,4.0,4.0
586,C.Thompson,WAS,13,Other,14,9,3,0.0,30.0,0.0,2.0,4.0
587,C.Thompson,WAS,16,Other,25,11,6,0.0,14.0,0.0,6.0,6.0
588,C.Thompson,WAS,16,Red Zone,9,7,2,0.0,22.0,0.0,2.0,2.0
589,C.Thompson,WAS,17,Other,11,16,3,0.0,0.0,0.0,2.0,4.0
590,C.Wentz,PHI,1,Other,4,2,2,0.0,,,,
591,C.Wentz,PHI,1,Red Zone,2,2,1,0.0,,,,
592,C.Wentz,PHI,2,Inside the 5,3,2,3,1.0,,,,
593,C.Wentz,PHI,2,Other,0,0,1,0.0,,,,
594,C.Wentz,PHI,3,Other,14,6,3,0.0,,,,
595,C.Wentz,PHI,3,Red Zone,19,19,1,0.0,,,,
596,C.Wentz,PHI,4,Inside the 5,2,2,1,0.0,,,,
597,C.Wentz,PHI,4,Other,8,6,2,0.0,,,,
598,C.Wentz,PHI,4,Red Zone,5,5,1,0.0,,,,
599,C.Wentz,PHI,5,Other,5,5,2,0.0,,,,
600,C.Wentz,PHI,6,Other,23,16,2,0.0,,,,
601,C.Wentz,PHI,7,Other,12,6,4,0.0,,,,
602,C.Wentz,PHI,8,Other,29,13,3,0.0,,,,
603,C.Wentz,PHI,8,Red Zone,10,8,2,0.0,,,,
604,C.Wentz,PHI,9,Other,16,8,3,0.0,,,,
605,C.Wentz,PHI,11,Other,17,8,3,0.0,,,,
606,C.Wentz,PHI,12,Inside the 5,0,0,1,0.0,,,,
607,C.Wentz,PHI,12,Other,27,11,5,0.0,,,,
608,C.Wentz,PHI,14,Other,9,4,5,0.0,,,,
609,C.Wentz,PHI,15,Inside the 5,3,3,1,0.0,,,,
610,C.Wentz,PHI,15,Red Zone,6,4,2,0.0,,,,
611,C.Wentz,PHI,16,Other,16,7,4,0.0,,,,
612,C.Wentz,PHI,16,Red Zone,7,7,1,0.0,,,,
613,C.Wentz,PHI,17,Other,15,10,3,0.0,,,,
614,D.Blough,DET,13,Other,1,1,1,0.0,,,,
615,D.Blough,DET,15,Other,20,9,4,0.0,,,,
616,D.Blough,DET,17,Other,6,6,1,0.0,,,,
617,D.Blough,DET,17,Red Zone,5,5,1,0.0,38.0,2.0,2.0,2.0
618,D.Booker,DEN,11,Other,4,4,1,0.0,0.0,0.0,0.0,4.0
619,D.Booker,DEN,15,Other,5,5,1,0.0,,,,
620,D.Brees,NO,11,Other,2,2,1,0.0,,,,
621,D.Brees,NO,14,Inside the 5,1,1,1,1.0,,,,
622,D.Carr,OAK,1,Red Zone,3,3,1,0.0,,,,
623,D.Carr,OAK,2,Other,18,10,2,0.0,,,,
624,D.Carr,OAK,3,Other,0,0,1,0.0,,,,
625,D.Carr,OAK,4,Other,0,0,1,0.0,,,,
626,D.Carr,OAK,5,Other,9,9,2,0.0,,,,
627,D.Carr,OAK,7,Inside the 5,1,1,1,0.0,,,,
628,D.Carr,OAK,10,Other,4,4,1,0.0,,,,
629,D.Carr,OAK,11,Inside the 5,3,3,1,1.0,,,,
630,D.Carr,OAK,11,Other,1,1,1,0.0,,,,
631,D.Carr,OAK,12,Other,11,11,1,0.0,,,,
632,D.Carr,OAK,13,Other,7,6,3,0.0,,,,
633,D.Carr,OAK,14,Other,17,15,2,0.0,,,,
634,D.Carr,OAK,15,Other,12,12,1,0.0,,,,
635,D.Carr,OAK,16,Inside the 5,3,3,1,1.0,,,,
636,D.Carr,OAK,17,Other,0,0,1,0.0,,,,
637,D.Carrier,OAK,9,Other,27,27,1,0.0,,,,
638,D.Chark Jr.,JAX,7,Other,20,20,1,0.0,82.0,0.0,4.0,8.0
639,D.Chark Jr.,JAX,8,Other,0,0,1,0.0,142.0,0.0,10.0,18.0
640,D.Cook,MIN,1,Inside the 5,0,0,1,0.0,,,,
641,D.Cook,MIN,1,Other,85,22,18,0.0,18.0,0.0,4.0,4.0
642,D.Cook,MIN,1,Red Zone,26,19,2,2.0,,,,
643,D.Cook,MIN,2,Other,154,75,19,1.0,74.0,0.0,6.0,6.0
644,D.Cook,MIN,2,Red Zone,0,0,1,0.0,,,,
645,D.Cook,MIN,3,Inside the 5,2,1,2,1.0,,,,
646,D.Cook,MIN,3,Other,102,25,12,0.0,66.0,0.0,8.0,10.0
647,D.Cook,MIN,3,Red Zone,6,5,2,0.0,,,,
648,D.Cook,MIN,4,Inside the 5,2,2,1,1.0,,,,
649,D.Cook,MIN,4,Other,24,4,12,0.0,70.0,0.0,10.0,14.0
650,D.Cook,MIN,4,Red Zone,9,9,1,0.0,,,,
651,D.Cook,MIN,5,Inside the 5,-1,-1,1,0.0,,,,
652,D.Cook,MIN,5,Other,128,41,19,0.0,172.0,0.0,12.0,12.0
653,D.Cook,MIN,5,Red Zone,5,5,1,0.0,,,,
654,D.Cook,MIN,6,Inside the 5,-1,1,3,1.0,,,,
655,D.Cook,MIN,6,Other,37,14,11,0.0,26.0,0.0,4.0,4.0
656,D.Cook,MIN,6,Red Zone,5,3,2,0.0,,,,
657,D.Cook,MIN,7,Inside the 5,4,4,4,1.0,,,,
658,D.Cook,MIN,7,Other,128,23,19,0.0,14.0,0.0,2.0,4.0
659,D.Cook,MIN,7,Red Zone,10,8,2,1.0,,,,
660,D.Cook,MIN,8,Inside the 5,4,4,1,1.0,,,,
661,D.Cook,MIN,8,Other,77,10,19,0.0,146.0,0.0,10.0,12.0
662,D.Cook,MIN,8,Red Zone,17,11,3,0.0,,,,
663,D.Cook,MIN,9,Inside the 5,1,1,1,0.0,,,,
664,D.Cook,MIN,9,Other,67,12,17,0.0,90.0,0.0,8.0,14.0
665,D.Cook,MIN,9,Red Zone,3,3,3,0.0,,,,
666,D.Cook,MIN,10,Inside the 5,10,4,4,1.0,,,,
667,D.Cook,MIN,10,Other,85,23,20,0.0,168.0,0.0,12.0,12.0
668,D.Cook,MIN,10,Red Zone,2,1,2,0.0,4.0,0.0,2.0,2.0
669,D.Cook,MIN,11,Inside the 5,3,3,1,1.0,0.0,0.0,0.0,2.0
670,D.Cook,MIN,11,Other,18,5,8,0.0,44.0,0.0,8.0,10.0
671,D.Cook,MIN,11,Red Zone,5,5,2,0.0,18.0,0.0,2.0,2.0
672,D.Cook,MIN,13,Inside the 5,2,2,1,1.0,,,,
673,D.Cook,MIN,13,Other,27,9,8,0.0,70.0,0.0,6.0,8.0
674,D.Cook,MIN,14,Inside the 5,3,3,1,1.0,,,,
675,D.Cook,MIN,14,Other,56,9,16,0.0,26.0,0.0,4.0,4.0
676,D.Cook,MIN,14,Red Zone,3,3,1,0.0,,,,
677,D.Cook,MIN,15,Other,23,8,5,0.0,30.0,0.0,4.0,4.0
678,D.Cook,MIN,15,Red Zone,4,3,4,0.0,2.0,0.0,2.0,2.0
679,D.Dawkins,TEN,6,Other,2,1,2,0.0,,,,
680,D.Dawkins,TEN,16,Other,21,14,7,0.0,0.0,0.0,0.0,2.0
681,D.Dawkins,TEN,16,Red Zone,3,4,2,0.0,,,,
682,D.Freeman,ATL,1,Other,19,5,8,0.0,24.0,0.0,6.0,8.0
683,D.Freeman,ATL,2,Other,18,9,10,0.0,84.0,0.0,6.0,8.0
684,D.Freeman,ATL,2,Red Zone,4,4,1,0.0,,,,
685,D.Freeman,ATL,3,Other,74,28,13,0.0,14.0,0.0,6.0,8.0
686,D.Freeman,ATL,3,Red Zone,14,12,3,0.0,,,,
687,D.Freeman,ATL,4,Other,28,8,12,0.0,144.0,0.0,16.0,18.0
688,D.Freeman,ATL,5,Inside the 5,0,0,1,0.0,,,,
689,D.Freeman,ATL,5,Other,26,21,8,0.0,62.0,0.0,8.0,8.0
690,D.Freeman,ATL,5,Red Zone,4,3,2,0.0,18.0,2.0,2.0,2.0
691,D.Freeman,ATL,6,Other,74,15,16,0.0,22.0,0.0,2.0,2.0
692,D.Freeman,ATL,6,Red Zone,14,7,3,0.0,38.0,4.0,4.0,4.0
693,D.Freeman,ATL,7,Other,19,9,7,0.0,12.0,0.0,4.0,6.0
694,D.Freeman,ATL,8,Other,39,12,13,0.0,112.0,0.0,14.0,14.0
695,D.Freeman,ATL,10,Other,33,12,8,0.0,16.0,0.0,4.0,6.0
696,D.Freeman,ATL,10,Red Zone,5,3,2,0.0,4.0,0.0,2.0,2.0
697,D.Freeman,ATL,13,Other,51,6,16,0.0,26.0,0.0,8.0,8.0
698,D.Freeman,ATL,13,Red Zone,0,0,1,0.0,,,,
699,D.Freeman,ATL,14,Other,63,10,13,0.0,20.0,0.0,8.0,8.0
700,D.Freeman,ATL,14,Red Zone,21,13,4,1.0,,,,
701,D.Freeman,ATL,15,Other,38,11,11,0.0,32.0,0.0,4.0,4.0
702,D.Freeman,ATL,15,Red Zone,1,1,1,0.0,,,,
703,D.Freeman,ATL,16,Other,36,14,11,0.0,132.0,0.0,16.0,18.0
704,D.Freeman,ATL,16,Red Zone,17,17,2,1.0,16.0,2.0,2.0,2.0
705,D.Freeman,ATL,17,Other,57,12,16,0.0,22.0,0.0,2.0,2.0
706,D.Freeman,ATL,17,Red Zone,1,1,2,0.0,8.0,0.0,2.0,6.0
707,D.Guice,WAS,1,Other,18,5,10,0.0,40.0,0.0,6.0,6.0
708,D.Guice,WAS,11,Inside the 5,0,0,1,0.0,,,,
709,D.Guice,WAS,11,Other,17,9,3,0.0,90.0,2.0,2.0,4.0
710,D.Guice,WAS,11,Red Zone,7,5,3,0.0,,,,
711,D.Guice,WAS,12,Other,30,11,9,0.0,12.0,0.0,2.0,4.0
712,D.Guice,WAS,12,Red Zone,2,2,1,0.0,,,,
713,D.Guice,WAS,13,Inside the 5,2,1,2,2.0,,,,
714,D.Guice,WAS,13,Other,127,60,8,0.0,8.0,0.0,2.0,2.0
715,D.Guice,WAS,14,Other,42,23,5,0.0,,,,
716,D.Harris,NE,7,Other,12,13,4,0.0,,,,
717,D.Harris,NO,4,Other,10,10,1,0.0,,,,
718,D.Harris,NO,14,Other,8,8,1,0.0,26.0,0.0,2.0,2.0
719,D.Harris,NO,17,Other,13,7,2,0.0,,,,
720,D.Haskins,WAS,4,Other,9,9,1,0.0,,,,
